,Office_Mada,Office_Madeleine,Office_Madisyn,Office_Malik,Office_Marc,Office_Marcia,Office_Marcus,Office_Marianne,Office_Marilyn,Office_Marion,Office_Mark,Office_Marla,Office_Marlon,Office_Martha,Office_Martin,Office_Marvin,Office_Mary,Office_Maryann,Office_Mason,Office_Mat,Office_Matthew,Office_Max,Office_Maximus,Office_Maya,Office_Megan,Office_Melinda,Office_Mercedes,Office_Michael,Office_Micheal,Office_Mick,Office_Mikayla,Office_Milton,Office_Mohammed,Office_Moises,Office_Monty,Office_Morgan,Office_Moses,Office_Muhammad,Office_Myron,UnivClass_Maddison,UnivDorm_Malachi,UnivDorm_Malcolm,UnivDorm_Marlene,UnivDorm_Marquis,UnivDorm_Mathew,UnivDorm_Mauricio,UnivDorm_Mckenzie,UnivDorm_Mitch,UnivLab_Mack,UnivLab_Madelyn,UnivLab_Margret,UnivLab_Mariana,UnivLab_Marie,UnivLab_Mario,UnivLab_Marshall,UnivLab_Miles
2014-05-03 11:00:00,44.0,60.25,24.5,30.5,13.75,187.0,20.75,92.0,20.25,97.0,65.25,10.0,7.25,37.0,35.5,7.25,22.25,4.708025,89.75,31.25,148.5,85.25,27.5,75.25,60.75,32.0,34.0,58.0,89.0,26.75,176.5,733.5,75.25,17.0,22.75,20.5,56.5,128.25,13.5,9.5,87.25,144.25,86.75,184.25,107.25,100.25,123.75,41.25,80.75,263.0,108.75,276.0,292.75,61.0,60.25,76.75
2014-05-03 12:00:00,44.75,57.25,26.0,32.75,13.5,194.25,23.75,91.25,35.25,117.0,61.75,9.75,6.75,49.5,35.0,7.25,24.25,5.921875,93.5,31.25,157.0,91.75,31.0,70.0,66.25,33.5,37.75,51.0,105.25,27.5,192.5,732.0,74.5,17.25,22.25,23.5,56.0,123.75,14.5,9.5,84.0,140.75,85.75,188.25,101.5,103.5,115.5,38.25,75.5,266.25,111.5,269.75,292.5,60.5,61.25,78.25
2014-05-03 13:00:00,61.25,66.5,26.25,39.0,21.75,193.0,23.0,95.75,44.0,130.0,66.0,10.5,6.75,63.5,40.75,7.0,24.5,8.29005,98.0,32.5,177.0,98.0,29.5,76.5,63.75,33.25,36.5,61.5,103.0,31.5,194.25,731.75,75.25,17.25,25.5,27.75,56.5,129.0,14.5,9.25,88.5,147.0,92.5,213.25,104.5,107.75,128.25,38.75,71.5,268.75,108.5,278.0,296.75,57.0,60.25,89.75
2014-05-03 14:00:00,60.75,58.25,24.75,35.25,25.25,210.0,21.5,103.25,45.5,127.25,61.75,10.0,6.5,69.25,43.25,7.0,25.5,9.081025,104.0,35.0,169.0,123.0,30.5,77.5,66.75,35.25,36.5,60.75,119.5,39.0,196.25,697.25,76.5,17.5,27.0,32.75,56.75,135.5,14.5,7.5,84.25,146.25,98.25,231.75,119.25,118.5,147.25,46.0,73.25,268.75,108.75,270.25,305.75,52.25,58.5,98.25
2014-05-03 15:00:00,60.25,65.25,25.25,37.0,26.75,219.5,21.75,103.25,46.0,134.0,68.5,11.0,7.0,71.75,39.75,14.5,26.75,8.80665,102.25,36.0,172.5,116.75,32.25,72.75,62.0,33.75,37.75,67.75,141.0,38.0,192.5,704.75,75.25,17.75,28.0,30.0,62.75,135.5,14.5,7.5,93.0,171.0,130.0,247.25,128.25,121.0,160.5,57.25,70.0,267.0,108.0,276.75,312.25,53.5,58.0,129.0
2014-05-03 16:00:00,58.75,58.75,25.0,36.5,27.75,218.75,21.5,104.5,44.75,129.25,69.0,10.75,7.0,82.0,40.5,8.5,28.0,9.454125,106.75,41.0,169.5,107.5,32.75,72.25,60.5,32.0,40.0,60.75,145.75,38.25,191.5,694.5,76.0,17.75,27.25,28.75,69.5,136.5,14.5,8.25,103.5,185.0,120.0,260.0,115.75,128.5,247.25,59.75,69.25,269.5,108.0,268.75,320.75,64.0,57.5,135.25
2014-05-03 17:00:00,59.75,64.25,26.75,39.0,27.0,226.75,21.75,103.25,43.0,130.5,71.75,11.0,7.0,72.75,46.25,8.25,28.0,9.2676,122.0,34.0,179.5,98.25,31.25,74.25,61.25,32.0,36.25,64.75,142.5,36.5,191.75,704.5,75.75,16.75,28.75,29.5,66.0,131.0,14.25,8.0,96.5,194.5,124.25,258.25,142.25,142.5,210.75,49.25,74.0,267.5,109.5,276.5,319.5,54.25,58.0,133.0
2014-05-03 18:00:00,61.0,60.0,26.5,38.75,26.0,215.25,21.75,103.25,37.25,131.0,72.5,11.0,6.5,71.25,41.0,8.5,27.0,9.641575,121.5,34.5,180.0,96.25,33.5,72.0,62.5,30.75,36.75,74.75,151.5,32.5,195.0,711.25,76.75,17.25,25.0,28.25,66.5,132.5,13.5,7.5,103.25,194.25,148.25,257.5,127.75,146.5,202.75,45.25,72.25,268.5,110.75,283.75,317.75,63.75,58.75,157.0
2014-05-03 19:00:00,59.5,71.0,25.75,38.5,26.25,214.5,20.75,101.0,38.75,127.75,71.5,11.0,6.75,80.0,43.0,14.5,28.25,9.6504,127.0,34.5,175.0,90.5,30.75,72.75,66.5,30.5,35.0,74.5,138.0,36.5,199.25,709.25,75.5,16.75,25.5,28.75,64.0,128.25,12.25,7.0,111.0,178.5,123.5,258.75,130.25,162.0,183.5,54.0,78.25,273.0,115.75,269.0,323.75,61.0,58.5,165.5
2014-05-03 20:00:00,59.25,60.0,25.75,39.75,25.75,216.75,20.5,96.0,32.25,128.25,72.75,11.5,6.75,76.75,42.25,14.25,29.75,7.105475,141.0,34.0,177.0,88.25,31.0,68.0,61.75,31.25,34.5,76.5,125.25,35.75,198.0,712.25,76.75,18.0,25.25,30.25,66.0,121.25,17.5,8.75,102.25,182.75,125.0,258.75,149.25,148.75,182.0,60.0,73.0,271.0,110.0,284.25,328.0,58.75,57.75,167.75
2014-05-03 21:00:00,58.0,64.75,25.75,39.25,24.75,224.5,18.5,88.25,28.75,124.75,70.25,11.25,6.75,54.25,43.0,13.25,30.0,6.876,132.5,33.25,178.5,81.75,30.75,73.25,68.25,32.5,35.0,65.0,78.75,29.5,201.25,698.75,76.0,17.25,25.5,32.5,70.25,124.25,11.75,9.25,118.25,178.75,132.0,259.5,140.75,144.0,178.75,53.5,73.0,272.0,111.5,268.25,325.25,56.75,58.75,159.75
2014-05-03 22:00:00,59.75,59.5,25.0,37.5,18.0,209.25,19.75,87.0,21.75,123.25,69.75,12.25,6.75,47.0,46.5,10.75,27.75,4.443375,112.25,31.0,175.5,80.25,29.75,70.75,61.0,32.5,32.75,60.5,70.0,29.0,203.25,707.25,76.25,17.75,28.0,28.25,67.75,124.75,18.75,9.0,106.5,200.0,131.5,270.25,125.25,148.75,202.5,47.5,74.0,264.5,116.25,268.0,318.0,57.75,59.5,132.25
2014-05-03 23:00:00,40.75,71.75,24.75,28.5,14.75,203.0,19.25,87.5,16.25,125.0,65.0,10.25,6.5,36.25,41.25,7.5,27.0,3.514675,119.5,30.75,154.75,73.25,29.25,67.25,66.0,34.25,33.25,67.25,58.75,26.75,197.5,698.5,76.0,17.75,29.75,27.0,57.75,120.5,15.25,8.25,118.25,182.0,127.0,272.5,130.25,156.5,198.75,54.5,75.0,261.5,116.75,282.75,306.25,61.0,59.75,119.25
2014-05-04 00:00:00,41.0,59.25,25.25,28.0,13.25,201.25,19.25,88.0,15.0,121.25,66.0,10.75,6.75,36.0,41.25,7.0,28.0,3.51955,132.25,30.75,154.5,57.75,28.75,68.0,62.75,31.75,35.5,56.25,60.75,28.75,198.0,697.75,74.75,17.75,24.5,23.75,56.75,125.0,15.25,10.0,99.75,182.5,130.75,251.5,141.0,144.25,183.5,71.5,72.5,263.75,111.25,267.5,302.0,63.5,57.25,107.0
2014-05-04 01:00:00,42.0,66.25,25.25,30.75,14.25,204.75,20.5,87.75,16.5,125.5,61.75,11.25,7.75,37.75,36.0,7.25,23.0,3.324225,129.5,29.25,147.75,52.25,30.0,72.75,59.25,35.25,35.75,59.75,60.0,28.5,194.75,689.75,75.25,17.75,25.25,21.5,55.5,125.5,16.25,9.5,105.0,179.5,129.0,225.5,147.75,160.75,151.75,61.25,71.5,263.75,111.0,274.5,298.5,64.0,59.75,100.0
2014-05-04 02:00:00,40.75,76.0,24.75,31.0,14.25,196.75,21.75,86.75,18.25,130.0,62.25,12.75,8.0,39.0,34.0,7.75,22.25,3.22655,134.75,26.25,150.25,54.75,31.75,68.75,58.5,36.5,37.75,51.75,63.25,28.75,187.25,678.75,75.25,16.0,24.0,22.5,53.5,124.0,17.5,10.0,118.5,173.0,120.0,224.75,148.5,150.75,171.25,47.5,75.75,264.5,112.75,274.5,298.75,64.0,58.25,101.75
2014-05-04 03:00:00,42.75,72.5,24.25,31.5,14.25,194.0,21.25,86.5,18.5,123.25,58.0,10.5,7.75,39.25,35.0,7.5,21.75,3.114275,138.5,26.25,148.0,46.5,29.25,71.0,62.5,37.25,34.25,49.25,61.75,29.0,171.5,689.25,74.5,15.25,23.5,22.75,52.5,123.5,20.5,9.75,121.5,174.25,129.75,217.25,145.5,151.0,156.25,55.75,77.25,264.5,112.0,262.5,298.25,61.0,60.5,94.0
2014-05-04 04:00:00,42.5,63.25,25.0,30.25,14.25,191.25,20.75,88.25,17.75,101.5,56.25,11.0,7.75,38.25,34.5,7.0,21.0,3.157225,127.5,26.75,147.0,46.75,30.75,71.5,64.25,37.25,35.0,56.25,62.25,28.5,169.0,699.5,74.0,16.0,24.5,22.0,46.25,129.0,16.75,9.5,106.75,169.5,120.75,214.0,157.25,133.75,143.0,52.0,72.0,264.25,112.5,264.0,301.5,63.25,61.75,94.5
2014-05-04 05:00:00,43.5,68.5,23.75,31.75,14.0,188.5,21.25,88.75,17.25,103.0,56.75,10.25,8.25,38.0,35.0,7.25,21.0,3.140625,123.5,26.25,144.0,47.0,31.0,73.5,59.5,38.0,34.75,49.5,48.25,27.75,169.5,724.0,74.0,16.0,24.75,21.25,47.75,126.75,18.25,8.75,105.5,164.75,100.0,216.25,147.75,128.5,143.0,48.5,77.0,262.5,111.75,263.75,303.0,65.0,62.0,89.0
2014-05-04 06:00:00,43.5,68.25,24.25,29.75,14.75,190.0,21.5,88.0,17.0,99.5,57.75,10.0,7.5,37.75,35.25,7.0,21.25,2.999025,111.25,26.0,148.75,46.0,29.25,71.0,61.0,37.0,34.0,48.5,48.75,26.75,170.25,727.75,73.5,15.0,25.0,21.0,48.5,119.75,19.25,9.75,98.0,164.75,97.0,203.25,131.5,121.0,150.5,46.0,80.25,264.0,110.0,258.75,298.25,62.0,61.25,87.0
2014-05-04 07:00:00,43.0,62.25,23.75,29.75,14.25,184.5,21.75,88.25,18.0,95.75,56.5,10.0,7.75,37.5,35.25,7.25,20.75,3.51075,102.75,26.25,146.5,47.0,31.0,70.25,63.5,36.25,32.5,49.0,47.5,27.5,168.75,728.75,73.0,16.5,24.25,20.75,47.5,125.5,21.25,9.75,88.75,161.5,110.75,199.0,119.75,120.5,141.25,44.75,84.0,266.5,112.75,276.75,293.25,57.5,61.0,84.5
2014-05-04 08:00:00,42.75,71.25,22.75,30.0,14.25,183.5,21.25,89.5,17.75,96.5,58.25,10.0,8.25,37.0,36.5,7.5,20.0,3.974625,97.0,26.0,149.25,47.25,30.25,71.75,62.25,36.5,34.75,53.75,47.5,26.5,167.25,729.0,73.25,16.5,24.0,20.5,48.25,124.5,18.75,9.75,84.5,152.75,98.25,193.0,116.5,110.75,131.75,43.25,78.75,265.0,111.5,267.0,294.75,58.75,61.25,86.75
2014-05-04 09:00:00,42.75,69.5,22.25,30.25,14.5,186.75,21.0,88.75,24.25,102.0,56.75,9.25,7.5,36.75,36.25,7.25,21.0,4.922875,95.25,26.75,148.5,48.75,28.0,76.25,63.25,35.75,34.25,49.25,48.25,26.75,168.25,713.75,73.25,16.0,23.75,20.25,53.5,121.5,20.25,8.5,79.75,151.0,91.5,183.5,110.5,103.75,132.5,42.25,80.75,265.5,110.75,260.25,287.0,56.5,61.25,85.5
2014-05-04 10:00:00,43.25,64.75,23.75,29.75,14.0,179.0,20.25,88.75,24.25,96.5,56.25,10.0,8.25,36.5,35.75,7.0,19.75,3.869175,92.0,31.25,144.25,63.0,30.0,74.75,59.25,34.75,33.0,50.0,47.5,26.5,163.75,714.5,73.5,18.0,24.75,20.25,56.25,126.5,18.5,8.25,79.25,137.25,89.25,180.25,107.5,103.5,128.75,41.75,79.25,267.0,110.5,282.5,291.0,57.0,61.75,85.0
2014-05-04 11:00:00,42.5,52.75,24.0,28.5,13.25,181.25,18.0,91.5,23.5,93.0,57.25,10.75,7.25,36.0,35.5,7.25,20.5,3.9336,88.0,31.0,146.25,77.0,28.25,71.75,60.0,33.0,33.75,51.5,82.5,27.25,177.0,731.0,72.75,17.5,22.25,21.0,56.0,123.75,17.0,8.5,89.75,145.0,88.0,180.0,105.25,100.75,117.5,38.75,80.0,266.5,111.25,270.25,291.0,53.0,60.0,80.25
2014-05-04 12:00:00,43.5,51.5,23.75,29.5,12.75,179.25,18.5,91.75,23.5,120.75,57.5,9.0,6.75,35.25,35.0,7.25,17.0,3.680675,85.5,30.75,139.5,76.75,29.25,71.75,64.0,33.75,33.0,52.0,83.25,26.5,194.0,742.5,72.75,17.5,23.5,23.5,56.0,129.0,14.0,8.25,75.25,155.0,86.0,196.25,101.0,101.75,114.5,37.25,82.0,265.5,111.0,278.0,293.0,51.0,59.5,83.5
2014-05-04 13:00:00,61.25,54.75,24.25,35.5,12.5,183.75,18.25,91.75,25.0,121.5,60.75,10.0,6.75,37.25,41.5,7.0,17.5,6.14845,88.75,30.25,153.5,74.25,28.5,74.25,58.5,32.75,34.5,50.0,81.75,26.25,191.75,744.5,73.75,18.5,25.0,29.0,57.5,122.75,15.75,9.0,78.25,162.25,93.5,217.0,102.5,104.25,137.0,39.25,77.5,270.5,107.5,270.25,293.25,57.25,59.75,85.25
2014-05-04 14:00:00,60.5,60.25,25.0,35.0,13.75,185.0,21.25,104.75,19.25,121.5,66.25,10.5,9.0,37.75,43.25,7.25,17.5,7.4004,95.25,29.75,153.0,76.5,29.25,75.25,70.25,34.0,33.5,50.0,79.5,26.0,194.75,749.5,74.75,17.5,26.5,30.0,56.75,128.0,16.0,7.25,92.5,164.75,111.75,226.25,115.25,107.0,152.0,41.5,75.0,274.25,108.25,278.0,293.0,58.5,59.25,86.25
2014-05-04 15:00:00,60.25,57.5,24.75,35.5,13.25,205.0,21.5,102.25,15.25,127.25,69.0,10.75,9.5,37.75,41.5,7.25,17.75,6.968775,111.5,30.25,153.0,76.25,29.5,72.75,64.5,33.25,36.5,50.75,81.0,26.75,189.0,764.25,76.25,17.75,26.0,28.5,56.5,129.75,14.5,7.5,79.0,179.0,144.25,235.25,115.0,130.5,153.5,42.25,75.0,273.75,111.5,271.0,292.75,58.25,60.0,89.75
2014-05-04 16:00:00,60.25,60.25,24.75,40.0,14.25,215.25,22.0,104.25,14.75,127.75,65.0,11.25,8.0,37.25,42.75,7.0,18.0,7.0703,124.0,30.25,153.0,77.25,31.5,76.75,60.25,34.0,37.25,55.25,79.75,26.75,194.25,726.0,76.5,17.25,26.75,28.25,54.5,124.0,17.5,8.75,86.5,183.75,138.5,255.0,123.0,128.75,219.0,52.0,79.25,273.0,111.0,285.5,296.0,57.25,58.5,113.25
2014-05-04 17:00:00,60.0,62.75,25.25,42.5,14.5,222.5,23.0,104.25,15.0,126.25,69.25,11.75,10.5,36.0,41.0,7.0,21.0,7.5586,115.5,30.25,156.5,76.5,33.0,75.5,64.0,34.25,36.75,50.5,81.25,26.25,194.0,696.25,76.25,17.75,27.25,31.25,56.0,121.5,14.5,9.25,100.5,180.5,153.75,255.5,123.0,135.0,230.5,57.0,79.75,273.5,108.75,270.25,293.75,54.5,61.0,122.75
2014-05-04 18:00:00,60.5,60.0,25.0,42.0,13.5,221.5,23.0,103.75,19.0,124.75,70.75,12.25,7.25,37.0,41.0,8.0,21.25,7.934575,134.25,30.5,151.75,76.75,34.25,72.0,61.75,34.25,37.0,50.5,80.5,27.0,192.75,704.5,76.25,18.5,27.25,31.25,56.25,124.0,13.75,8.25,100.5,184.0,132.25,252.0,148.0,152.0,243.25,51.5,73.25,273.0,109.75,269.0,302.75,55.0,60.25,135.5
2014-05-04 19:00:00,59.75,61.25,26.0,41.25,13.25,220.0,23.0,101.75,16.0,125.75,63.0,11.0,8.75,38.75,42.0,7.5,20.0,10.06835,123.25,30.75,157.75,75.75,33.75,78.0,63.5,34.25,35.75,54.75,79.75,27.5,192.25,711.25,76.25,17.25,24.75,30.25,63.75,123.75,12.75,7.5,100.0,179.75,136.0,251.75,129.0,158.75,193.0,66.5,76.75,272.75,109.0,276.5,308.0,63.25,57.5,147.25
2014-05-04 20:00:00,60.5,63.25,25.25,41.75,15.0,212.0,22.25,94.5,15.75,124.5,70.5,10.0,8.5,39.25,41.5,7.0,20.75,10.4375,126.25,30.75,152.25,74.25,34.25,73.5,61.75,32.75,35.5,58.25,79.5,28.5,193.0,713.5,76.0,16.5,25.0,31.75,60.5,124.0,15.0,8.5,114.0,186.75,122.75,250.5,127.75,146.0,213.5,74.5,80.0,270.5,111.25,269.0,309.75,61.0,59.25,151.75
2014-05-04 21:00:00,60.0,62.75,26.5,53.0,14.0,205.5,22.25,88.0,15.5,124.5,72.25,10.5,8.5,41.0,40.5,7.0,21.75,11.07225,133.75,30.75,158.75,74.75,33.0,76.75,60.75,32.0,36.25,58.5,56.0,30.0,197.0,706.0,76.0,17.0,24.5,30.0,58.25,126.25,16.25,8.5,107.75,182.75,128.25,272.75,149.5,131.75,191.0,66.0,80.25,273.5,111.75,275.5,310.75,62.75,57.5,150.75
2014-05-04 22:00:00,59.5,68.75,25.0,39.75,15.0,189.75,23.0,87.25,15.0,126.0,72.75,11.75,8.5,40.5,41.5,7.75,19.25,7.278325,128.5,30.0,151.5,74.5,33.25,77.25,62.5,31.75,35.0,52.5,54.75,28.75,205.0,708.5,78.5,16.5,25.75,28.0,57.75,120.25,13.75,9.25,98.25,196.0,153.0,275.0,157.75,147.75,198.5,51.25,75.5,272.0,110.25,267.75,309.75,60.5,57.75,142.25
2014-05-04 23:00:00,41.0,59.0,25.75,30.0,13.5,186.75,22.5,88.0,15.5,122.5,66.75,11.25,6.75,39.75,41.25,8.0,19.75,6.182625,138.25,29.75,153.0,70.75,33.0,69.0,64.5,31.5,36.25,47.75,58.25,27.5,199.5,695.0,77.25,15.25,22.75,26.5,58.25,124.0,14.5,8.5,108.0,193.25,147.5,271.25,143.75,155.0,234.0,57.25,72.5,267.5,109.0,276.0,301.75,66.5,56.5,135.0
2014-05-05 00:00:00,39.75,63.25,25.25,29.5,13.75,188.5,20.75,89.0,17.0,125.25,65.75,10.75,6.25,38.0,41.5,7.5,19.75,6.540025,140.5,40.0,149.25,56.0,31.25,72.25,62.0,32.0,39.25,53.0,57.75,28.0,193.75,684.75,76.0,14.5,21.75,21.25,53.75,121.0,15.5,8.25,106.5,187.25,138.5,270.25,147.75,151.25,225.75,77.75,76.25,267.5,107.5,266.75,294.5,62.75,56.5,122.75
2014-05-05 01:00:00,41.0,62.0,25.25,28.75,14.0,185.5,18.75,87.25,18.75,134.0,61.5,10.5,7.0,48.0,35.5,7.5,20.25,5.859375,153.0,30.0,150.5,51.25,31.0,73.25,64.0,32.25,35.5,47.25,60.25,29.25,198.25,695.5,75.75,16.25,25.0,19.0,55.75,122.25,18.75,9.25,119.25,189.5,159.5,281.5,162.5,171.75,185.0,70.25,73.75,263.25,110.0,274.5,291.5,61.75,60.0,112.75
2014-05-05 02:00:00,40.75,71.0,25.25,29.5,13.75,190.75,19.25,85.75,18.75,127.75,63.25,11.5,7.75,44.5,35.5,7.5,18.5,6.8164,147.75,26.75,156.5,53.0,34.5,73.75,67.75,36.0,33.5,50.25,67.75,29.25,191.0,695.75,75.0,15.75,26.25,20.0,55.0,128.0,19.5,10.5,123.0,179.75,142.75,283.5,174.25,166.5,170.75,68.25,78.25,264.75,113.25,274.5,286.0,63.0,57.5,118.5
2014-05-05 03:00:00,40.75,68.75,24.5,30.25,14.75,184.25,19.75,86.75,17.75,126.5,60.5,13.25,7.25,41.75,35.0,7.25,19.5,7.3838,150.5,27.5,145.0,44.75,31.25,72.25,61.25,36.0,36.75,50.0,88.25,29.25,176.5,687.25,74.5,15.5,25.0,20.25,64.5,124.75,25.5,8.25,120.0,178.25,128.5,291.25,169.25,168.5,158.25,67.0,77.0,261.75,110.75,255.5,284.75,64.5,60.5,104.75
2014-05-05 04:00:00,40.0,76.5,24.5,28.5,14.5,180.75,20.25,87.0,17.5,102.5,63.5,11.5,7.5,41.25,35.0,7.0,17.75,6.747075,139.5,28.0,143.75,44.5,29.75,73.25,61.25,36.25,37.75,56.5,93.25,29.75,167.5,681.5,74.25,15.25,25.5,19.75,57.25,125.25,19.0,9.5,112.0,177.25,119.0,267.5,180.5,142.75,151.5,65.75,77.0,262.75,111.25,262.75,285.5,66.25,61.5,102.25
2014-05-05 05:00:00,41.5,71.5,24.5,28.25,14.25,182.5,21.25,90.75,17.0,98.5,62.25,10.75,7.75,40.5,34.5,7.0,20.5,7.576175,125.5,28.0,148.75,45.25,33.5,73.5,66.75,37.75,34.25,44.0,77.25,29.75,166.75,681.75,74.25,16.25,25.75,20.5,58.5,127.5,21.0,9.75,105.0,163.75,109.25,250.0,150.75,130.25,141.5,62.0,77.75,261.25,111.75,255.5,288.75,63.25,62.0,94.5
2014-05-05 06:00:00,40.25,64.5,24.25,28.5,14.75,180.0,19.25,89.25,17.75,97.75,58.75,10.25,7.5,40.0,34.75,7.5,19.75,6.07715,104.5,27.75,141.25,45.5,31.75,73.75,66.75,36.0,35.5,44.5,79.5,28.75,170.25,665.0,74.25,17.5,24.5,20.0,49.0,124.0,20.0,9.75,96.75,155.0,93.25,216.25,134.5,116.0,129.0,49.0,76.25,261.25,113.25,255.0,284.75,65.75,60.0,89.25
2014-05-05 07:00:00,41.25,62.75,24.0,29.0,14.25,182.25,19.5,91.5,17.25,91.0,57.75,11.25,7.5,38.25,35.0,7.0,19.25,4.655275,99.0,28.0,145.5,44.5,31.25,70.0,60.5,37.5,34.5,51.0,60.25,29.25,165.5,657.75,75.0,17.5,24.0,21.0,45.75,124.75,15.75,8.25,91.0,148.75,92.5,211.25,115.75,108.5,125.75,49.75,75.5,261.75,112.75,264.25,285.5,58.25,61.0,88.0
2014-05-05 08:00:00,40.0,64.5,24.5,29.0,14.75,180.75,19.25,90.0,17.25,96.75,60.25,9.5,7.0,38.5,35.25,7.25,19.25,5.46385,92.5,27.75,148.5,43.75,30.5,72.0,62.5,37.25,34.0,41.25,72.25,29.0,167.25,658.5,74.0,16.25,26.0,20.75,47.0,124.0,22.0,9.75,89.75,142.75,87.75,201.0,115.75,102.5,122.75,42.25,78.25,260.5,111.0,255.0,279.5,56.0,59.25,86.5
2014-05-05 09:00:00,41.0,64.75,25.75,29.0,14.75,181.5,19.25,92.75,17.25,94.75,56.0,9.5,8.0,39.25,35.25,7.0,19.25,4.903325,93.0,27.75,148.0,45.75,29.75,76.0,65.0,37.5,34.0,41.75,54.75,29.0,166.25,660.25,74.5,19.0,25.25,20.75,51.75,119.75,19.5,8.5,88.0,138.5,89.0,195.75,114.5,102.25,129.25,49.25,77.5,276.0,111.5,263.25,280.5,55.5,61.5,84.25
2014-05-05 10:00:00,51.5,69.0,23.25,32.5,16.75,182.75,33.5,101.5,18.25,94.25,59.75,9.75,7.25,39.0,34.75,7.0,25.5,4.553725,91.25,28.5,152.0,63.75,117.75,89.0,63.75,36.75,35.25,56.0,60.75,29.5,164.25,676.5,74.25,18.5,25.5,21.0,55.25,126.25,23.5,11.25,88.75,150.75,90.5,195.0,155.75,100.25,145.25,46.5,77.0,278.75,111.25,280.5,291.75,59.5,60.0,88.0
2014-05-05 11:00:00,66.5,61.75,24.0,37.0,24.5,218.0,43.0,117.75,31.5,95.75,79.5,10.25,7.0,47.75,41.25,7.25,28.25,6.05665,92.25,34.0,182.25,101.0,136.0,102.75,71.25,41.0,36.5,60.5,89.0,29.5,186.5,701.5,74.25,20.5,29.75,23.25,67.25,124.25,27.75,23.0,84.75,180.25,103.0,217.0,155.5,101.0,148.0,41.25,75.75,279.5,110.5,268.0,296.0,57.25,58.0,98.75
2014-05-05 12:00:00,85.0,61.25,26.25,45.5,24.5,231.0,50.0,130.5,34.75,116.25,93.0,9.5,10.25,77.0,41.5,8.0,41.5,14.858425,101.0,39.0,192.0,103.0,147.5,135.0,80.25,41.5,36.5,66.0,110.75,35.75,219.75,726.0,73.5,20.75,41.25,25.5,69.0,137.0,49.5,19.75,82.25,175.75,100.75,232.75,166.25,104.0,179.75,40.0,76.25,287.25,118.0,275.5,297.5,56.25,60.5,117.75
2014-05-05 13:00:00,104.0,70.25,35.0,50.0,29.25,248.25,61.0,141.5,44.0,134.25,113.5,10.0,23.0,99.5,44.25,12.5,54.0,16.616225,112.0,54.75,211.0,98.0,180.25,146.75,90.0,47.5,43.75,92.5,156.75,44.75,234.25,780.0,74.0,24.0,75.25,30.5,74.25,164.0,61.5,23.25,93.5,185.75,101.75,234.5,161.25,112.5,203.5,40.0,80.0,281.25,120.5,276.5,317.0,58.5,67.5,141.25
2014-05-05 14:00:00,106.0,79.75,41.25,59.5,39.5,249.5,59.75,154.75,51.25,142.25,126.0,10.75,24.0,119.5,57.5,20.0,59.5,17.37305,110.5,68.75,219.0,106.25,192.0,157.0,92.5,50.0,50.0,110.5,198.25,52.0,246.75,802.0,76.25,24.75,83.5,34.0,76.0,177.75,65.0,23.75,92.25,189.75,110.75,240.75,174.5,124.5,198.5,43.75,81.5,288.25,121.0,275.0,339.0,70.0,72.75,160.75
2014-05-05 15:00:00,109.5,80.75,46.75,73.0,43.5,260.25,61.75,165.75,58.0,141.25,128.75,13.0,28.0,111.0,50.7025,19.0,64.0,17.49805,116.75,60.25,232.25,127.0,201.25,183.25,91.75,51.5,53.0,116.75,204.5,52.5,240.25,841.5,87.25,26.25,83.0,40.5,71.0,190.0,68.75,24.25,96.75,213.5,139.75,262.25,191.0,126.5,216.0,40.25,88.25,304.75,126.25,292.5,369.75,75.5,76.75,186.0
2014-05-05 16:00:00,115.75,91.5,48.5,67.75,47.0,258.75,65.0,158.75,60.25,145.5,133.5,12.75,31.5,123.0,50.0,16.25,66.25,17.766625,121.25,61.5,235.75,118.5,202.25,183.25,94.0,49.5,57.75,116.0,190.25,56.0,239.0,816.75,78.75,25.75,82.5,36.0,67.75,182.0,67.5,20.25,99.25,225.75,158.25,269.25,201.25,123.0,178.25,55.75,89.75,298.0,122.5,333.5,382.75,72.25,77.5,204.25
2014-05-05 17:00:00,105.75,75.0,48.25,83.25,48.75,250.75,61.75,168.5,67.0,145.5,130.5,11.25,35.0,142.0,50.25,19.25,65.75,18.68945,121.0,69.25,245.0,105.5,212.5,194.5,90.0,49.75,55.75,126.5,183.5,57.5,242.25,832.5,77.75,24.0,88.25,35.5,65.0,184.25,60.75,32.0,93.5,221.75,156.75,261.25,216.5,130.5,208.75,45.75,88.5,297.25,126.25,367.5,387.25,75.75,78.0,224.75
2014-05-05 18:00:00,111.0,83.75,46.5,73.0,48.0,253.0,59.5,174.5,61.5,148.75,140.75,11.5,35.5,131.25,50.9575,23.0,64.5,19.33205,121.5,68.0,245.75,104.75,202.75,227.5,95.0,50.75,58.0,112.0,199.25,59.0,246.0,856.5,80.5,24.25,84.0,32.0,70.5,180.25,66.25,32.75,102.0,222.25,158.25,276.0,194.5,147.5,209.0,43.0,87.25,295.25,124.25,378.25,385.0,74.75,78.75,204.25
